query_id,model,provider,condition,run,latency_ms
Q4,qwen-2.5-coder-32b,openrouter,without_rerank,2,43.37
Q4,qwen-2.5-coder-32b,openrouter,without_rerank,3,44.4
Q5,qwen-2.5-coder-32b,openrouter,without_rerank,1,72.77
Q5,qwen-2.5-coder-32b,openrouter,without_rerank,2,73.2
Q5,qwen-2.5-coder-32b,openrouter,without_rerank,3,71.53
Q6,qwen-2.5-coder-32b,openrouter,without_rerank,1,58.15
Q6,qwen-2.5-coder-32b,openrouter,without_rerank,2,58.7
Q6,qwen-2.5-coder-32b,openrouter,without_rerank,3,58.78
Q7,qwen-2.5-coder-32b,openrouter,without_rerank,1,47.58
Q7,qwen-2.5-coder-32b,openrouter,without_rerank,2,46.14
Q7,qwen-2.5-coder-32b,openrouter,without_rerank,3,47.51
Q8,qwen-2.5-coder-32b,openrouter,without_rerank,1,59.86
Q8,qwen-2.5-coder-32b,openrouter,without_rerank,2,59.14
Q8,qwen-2.5-coder-32b,openrouter,without_rerank,3,58.26
Q9,qwen-2.5-coder-32b,openrouter,without_rerank,1,30.17
Q9,qwen-2.5-coder-32b,openrouter,without_rerank,2,30.45
Q9,qwen-2.5-coder-32b,openrouter,without_rerank,3,31.06
Q10,qwen-2.5-coder-32b,openrouter,without_rerank,1,27.59
Q10,qwen-2.5-coder-32b,openrouter,without_rerank,2,29.72
Q10,qwen-2.5-coder-32b,openrouter,without_rerank,3,31.15
Q11,qwen-2.5-coder-32b,openrouter,without_rerank,1,46.78
Q11,qwen-2.5-coder-32b,openrouter,without_rerank,2,48.14
Q11,qwen-2.5-coder-32b,openrouter,without_rerank,3,50.16
Q12,qwen-2.5-coder-32b,openrouter,without_rerank,1,27.02
Q12,qwen-2.5-coder-32b,openrouter,without_rerank,2,26.34
Q12,qwen-2.5-coder-32b,openrouter,without_rerank,3,27.48
Q13,qwen-2.5-coder-32b,openrouter,without_rerank,1,35.19
Q13,qwen-2.5-coder-32b,openrouter,without_rerank,2,35.52
Q13,qwen-2.5-coder-32b,openrouter,without_rerank,3,36.2
Q14,qwen-2.5-coder-32b,openrouter,without_rerank,1,42.49
Q14,qwen-2.5-coder-32b,openrouter,without_rerank,2,44.19
Q14,qwen-2.5-coder-32b,openrouter,without_rerank,3,43.41
Q15,qwen-2.5-coder-32b,openrouter,without_rerank,1,41.84
Q15,qwen-2.5-coder-32b,openrouter,without_rerank,2,44.75
Q15,qwen-2.5-coder-32b,openrouter,without_rerank,3,45.54
Q16,qwen-2.5-coder-32b,openrouter,without_rerank,1,27.34
Q16,qwen-2.5-coder-32b,openrouter,without_rerank,2,27.18
Q16,qwen-2.5-coder-32b,openrouter,without_rerank,3,27.68
Q17,qwen-2.5-coder-32b,openrouter,without_rerank,1,27.02
Q17,qwen-2.5-coder-32b,openrouter,without_rerank,2,29.88
Q17,qwen-2.5-coder-32b,openrouter,without_rerank,3,28.44
Q18,qwen-2.5-coder-32b,openrouter,without_rerank,1,30.72
Q18,qwen-2.5-coder-32b,openrouter,without_rerank,2,29.26
Q18,qwen-2.5-coder-32b,openrouter,without_rerank,3,30.2
Q19,qwen-2.5-coder-32b,openrouter,without_rerank,1,30.57
Q19,qwen-2.5-coder-32b,openrouter,without_rerank,2,32.08
Q19,qwen-2.5-coder-32b,openrouter,without_rerank,3,32.09
Q20,qwen-2.5-coder-32b,openrouter,without_rerank,1,28.67
Q20,qwen-2.5-coder-32b,openrouter,without_rerank,2,29.99
Q20,qwen-2.5-coder-32b,openrouter,without_rerank,3,29.62
